"135.500000","295.500000",
"134.500000","161.500000",
"170.500000","216.500000",
"165.500000","263.500000",
"204.500000","248.500000",
"236.500000","250.500000",
"262.500000","220.500000",
"245.500000","344.500000",
"313.500000","349.500000",
"338.500000","325.500000",
"304.500000","161.500000",
"382.500000","127.500000",
"319.500000","172.500000",
"392.500000","149.500000",
"394.500000","113.500000",
"410.500000","144.500000",
"280.500000","96.500000",
"187.500000","147.500000",
"398.500000","235.500000",
"358.500000","303.500000",
"112.500000","243.500000",
"175.500000","295.500000",
"198.500000","269.500000",
"286.500000","149.500000",
"207.500000","228.500000",
"327.500000","189.500000",
"254.500000","263.500000",
"312.500000","316.500000",
"296.500000","334.500000",
"151.500000","213.500000",
"150.500000","243.500000",
"167.500000","243.500000",
